text,news_link,label,outlet,topic,type,label_opinion,biased_words,uuid,text_length
Even Trump isn't nutty enough — yet — to seriously suggest that the Democrats have some secret plan to bulldoze the suburbs. ,https://feeds.feedblitz.com/~/630693404/0/alternet_all~Trump-and-the-GOP-are-desperately-launching-a-war-on-American-cities/,1,Alternet,black lives matter,1,Expresses writer’s opinion,"['nutty', 'Even']",8N2NDEP7ADtFzcnSr9gecG,22
"Shortly before the 2018 midterm elections, Donald Trump announced that he and congressional Republicans were working “around the clock” on a new, “very major” tax cut, which would exclusively benefit the middle class, and which would be ready no later than Nov. 1.",http://www.msnbc.com/rachel-maddow-show/team-trump-claims-be-gearing-tax-cuts-20,0,MSNBC,middle-class,1,Entirely factual,[],GaKoWpxKbnpiMr2woCYqQa,43
"The two white men who were caught on film shooting and killing Ahmaud Arbery, an unarmed 25-year-old African American man, in February, were arrested and charged with murder, two days after the video was shared with the public, sparking widespread outrage.",https://feeds.feedblitz.com/~/623597438/0/alternet_all~white-men-are-charged-with-murder-of-Ahmaud-Arbery-in-GA-after-months-of-inaction/,0,Alternet,black lives matter,1,Entirely factual,[],P3t8VQH5o75nABssQZzzsx,41
"The vaccine was consequently linked to the death of numerous children, leading to a criminal investigation, two congressional inquiries, and a sharp decline in the number of parents getting their children vaccinated. ",https://www.breitbart.com/national-security/2019/09/20/anti-vaccine-campaigners-trigger-return-of-polio-to-philippines/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,vaccines,0,Entirely factual,[],xVPZmTPY8PQtetPEZh22SL,32
A copy of the flyer also shows the union bosses’ significant support for mass illegal and legal immigration to the United States — an effort to drive up union membership.,http://feedproxy.google.com/~r/breitbart/~3/fYtI9373tMY/,1,Breitbart,universal health care,0,Entirely factual,['mass'],yPoinqprNBnfz2Potr2S8P,30
"Northam, who is leading the push for stronger gun laws in his state, said he wants to avoid a repeat of violence that erupted at a 2017 white supremacist rally in Charlottesville, when a march by white nationalists erupted and led to the death of a counterprotester.",https://www.reuters.com/article/us-usa-guns-rally/warning-of-serious-threats-virginia-governor-bans-weapons-at-gun-rights-rally-idUSKBN1ZE1RM?feedType=RSS&feedName=topNews,1,Reuters,gun-control,2,Entirely factual,[],9PGi2ACCAzJ6QHGVKmfnCk,47
"As banks leave low-income communities and jack up the cost of basic financial services such as checking accounts, many Americans instead have to rely on expensive and often predatory “fringe banking” institutions, such as check-cashing businesses, payday lenders and pawnshops.",https://www.huffpost.com/entry/bank-fees-high-cost-low-income_l_5c5ccfd9e4b03afe8d65f468,1,HuffPost,student-debt,1,Somewhat factual but also opinionated,['predatory'],SUtq9nAwScvfeZeMnQYaxo,40
President Donald Trump rambled off-topic after Rush Limbaugh asked him about health care protections for those with pre-existing conditions.,https://feeds.feedblitz.com/~/636639870/0/alternet/,1,Alternet,universal health care,1,Somewhat factual but also opinionated,['rambled'],XNytKhWfvvQvShmUMLQZU7,19
"The Democratic Party’s presumptive vice presidential nominee Kamala Harris is the ultimate San Francisco Democrat, representing the “woke” left-libertarianism of a place where everything is tolerated except for conservatism and where Silicon Valley’s plutocrats are free to enrich themselves insulated from the deplorable riffraff they despise.",http://feedproxy.google.com/~r/breitbart/~3/NUaYXzQgulQ/,1,Breitbart,taxes,0,Expresses writer’s opinion,"['riffraff', 'plutocrats', 'deplorable']",wrNcgHw5BAPobVKHtRm2bf,46
"The cancellation of Olympic qualifying events wreaks havoc with athletes waiting to advance, organizers and federations forced to find new venues — not to mention disrupting hotel reservations, airplane flights, and ticket reservations.",,1,Fox News,sport,0,Somewhat factual but also opinionated,['havoc'],ndCq7BXBtFcdbDmeUVLLXJ,33
"Right-wing media sprung into action to try to discredit her, of course, by implying that a woman who graduated summa cum laude with an economics degree is a bimbo and with  Twitchy using a screenshot to make the usually genial Ocasio-Cortez somehow look like a ballbuster.",https://www.alternet.org/2019/01/alexandria-ocaio-cortez-is-absolutely-right-there-shouldnt-be-any-billionaires/,1,Alternet,middle-class,1,Somewhat factual but also opinionated,"['bimbo', 'genial', 'ballbuster']",9DGhCndDggux2YNbJzLcGi,46
"They will not do that by making the Department of Justice even less accountable to elected officials, as Democrats are demanding. They will do it by slashing and burning the bureaucracy and its powers. Government by and for the people will perish from the earth if unelected officials are capable of weaponizing government against the people’s elected representatives.",https://thefederalist.com/2020/02/17/doj-furor-latest-attempt-to-help-democrats-hide-spygate-undermine-elections/,1,Federalist,elections-2020,0,Expresses writer’s opinion,"['slashing', 'burning', 'perish', 'weaponizing']",Fdsy7P4Z6mNNpVRQ4DSc4z,58
"That target was sufficient for the Department of Homeland Security to unleash at least 100 unnamed, unmarked customs and immigration agents, who have earned ignominy by snatching people almost at random off the streets to hold them for hours, charge some, and release most – all while ignoring local and state police, the mayor and governor, who asked them to leave.",https://www.alternet.org/2020/07/the-battle-of-portland-is-just-plain-crazy-but-what-else-would-you-expect-in-donald-trumps-dystopian-america/,1,Alternet,black lives matter,1,No agreement,"['snatching', 'ignominy']",EqTMdcG4pyf2AhZFbpRWSo,61
U.S. Education Secretary Betsy DeVos is withdrawing protections put in place by former President Barack Obama for students who have mismanaged or are defaulting on their college loans.,https://www.breitbart.com/politics/2017/04/12/ed-secretary-betsy-devos-rolls-back-obama-protections-for-student-loan-defaulters/,0,Breitbart,student-debt,0,Entirely factual,[],3MfShncVhdx5fwWM2ZGAGX,28
"Kate Brown, an out bisexual, made history in November 2016 when she became the first openly LGBTQ person to ever be elected governor of a U.S. state. ",https://www.nbcnews.com/feature/nbc-out/very-lgbtq-decade-gay-marriage-trans-rights-rainbow-wave-n1107901?icid=related,0,MSNBC,gender,1,Entirely factual,[],WJneevVSx4JPy3XiqU9uju,27
"Last Sunday’s Tokyo Marathon, usually one of the largest in the world, went ahead with just 200 elite athletes and a request from organizers for spectators to stay home.",https://www.nbcnews.com/business/business-news/soccer-olympics-coronavirus-fears-are-taking-toll-sporting-events-n1146781?cid=public-rss_20200302,0,MSNBC,sport,1,Entirely factual,[],ZSWMmjBPyRv9YzCm7ekmE3,29
"Almost all of this is gibberish; Trump still can’t speak coherently about California’s wildfires; and no officials in the Golden State ever conceded that he was “right” about the subject, because he wasn’t.",http://www.msnbc.com/rachel-maddow-show/his-environmental-record-trump-turns-greenhouse-gaslighting,1,MSNBC,environment,1,Expresses writer’s opinion,"['gibberish', 'coherently']",AZxLMdC9H5PMDFZ4QBjtqi,33
"Obamacare has been a disaster, with skyrocketing prices, fewer choices, and bipartisan calls for reform. ",http://feedproxy.google.com/~r/breitbart/~3/qUKTWNaIaOg/,1,Breitbart,universal health care,0,Expresses writer’s opinion,['skyrocketing'],QNU2KV5mKHyRJkiv8UrVv4,15
"The U.S. Senate, rushing to meet a looming deadline, approved and sent to President Donald Trump a $1.4 trillion package of fiscal 2020 spending bills that would end prospects of government shutdowns at week’s end when temporary funding expires.",https://www.reuters.com/article/us-usa-congress-budget/fiscal-2020-domestic-spending-bill-passes-in-senate-idUSKBN1YN2AF?feedType=RSS&feedName=topNews,0,Reuters,taxes,2,Entirely factual,[],DcgzWPpnDXivEV2PTrrkAD,39
"Another BLM activist — apparently unaware of the illegality of mass gatherings during the Chinese coronavirus pandemic — questioned: “If you want to shout and scream at me that every life matters, why are you not in the streets showing me that my black life matters?”",http://feedproxy.google.com/~r/breitbart/~3/YtKdWl8LbKs/,1,Breitbart,black lives matter,0,Somewhat factual but also opinionated,"['apparently', 'Chinese', 'coronavirus']",9n6ELjN6xYUDdqMPY2pUH8,46
"Sen. Steve Daines, a Republican from Montana, announced during the March for Life rally Friday that he has launched the first pro-life caucus in the U.S. Senate.",https://www.breitbart.com/politics/2019/01/18/montana-sen-steve-daines-launches-pro-life-caucus-senate/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,abortion,0,Entirely factual,[],ec5niE8hnrdEDrJy4CSJQS,27
"Like many Never Trump screeds, Will’s criticisms are cloaked around the Republican party. His real issue, however, is with Trump voters. He blames the party for nominating Trump and stocking Congress with “invertebrates whose unswerving abjectness has enabled his institutional vandalism…” But if pro-Trump Congressmen are “invertebrates,” what does that make the Americans who voted for them?",https://thefederalist.com/2020/06/05/end-trump-presidency-not-a-chance/,1,Federalist,trump-presidency,0,Expresses writer’s opinion,['cloaked'],syovykYyrniUvsUJTvR7Bv,57
This dark new event revealed that America’s white nationalism problem goes far beyond Trump,https://www.alternet.org/2019/07/this-dark-new-event-revealed-that-americas-white-nationalism-problem-goes-far-beyond-trump/,1,Alternet,white-nationalism,1,Expresses writer’s opinion,['dark'],BdExVzSzPZZ9TZ4qi538SH,14
"After years of openly struggling with her weight (and health) and a seemingly self-imposed sabbatical from political lectures after backing Hillary Clinton in ’16, actress Lena Dunham announced to the world that it was Joaquin Phoenix’s unhinged Oscars tirade on the environment that has made her want to become vegan.",http://feedproxy.google.com/~r/breitbart/~3/Oj-zsanPFks/,1,Breitbart,environment,0,No agreement,[],23ngymF2mqaXXoKHNvexYQ,50
They see the pandemic as societal breakdown and therefore an opportunity to get out their guns and finally shoot all those liberals that they have wanted to kill for a very long time.,https://www.alternet.org/2020/05/we-are-seeing-a-wave-of-very-young-nazis-alt-right-expert-explains-why-this-year-will-be-a-key-turning-point-on-the-path-from-democracy-to-fascism/,1,Alternet,gun control,1,Expresses writer’s opinion,[],SYyLXAZ3uDVmscJ9CHwYnn,33
A solid majority of student loan borrowers in a recent survey said they would trade their 2020 vote for debt forgiveness.,https://www.breitbart.com/politics/2020/01/15/survey-62-percent-of-respondents-would-give-up-2020-vote-to-get-student-debt-forgiven/,0,Breitbart,student-debt,0,Entirely factual,[],VZNCjx4ar9wiZtdeRm6hFJ,21
"Not only do most U.S. workers not have that luxury – 29% have the option to work remotely, according to Labor Department data – many have frontline exposure to the virus because their jobs put them in front of people.",https://eu.usatoday.com/story/news/nation/2020/03/05/coronavirus-nurses-airport-employees-cant-work-home-worry-spread/4946660002/,0,USA Today,coronavirus,2,No agreement,[],sXishw62tQEgoA8uXfNkhW,40
Other protests in 2019 included swimmers from Australia and Britain refusing to join world championship gold medalist Sun Yang on the podium because the Chinese star has been implicated in doping violations.,https://www.nbcnews.com/news/olympics/international-olympic-committee-bans-political-statements-athletes-games-n1113191?cid=public-rss_20200109,0,MSNBC,sport,1,Entirely factual,[],AqFMFUmo6GwammTcgpfuwX,32
"A leading U.S. group of cancer doctors is wary of new Trump administration proposals for lowering drug prices, particularly if new negotiation tools are introduced that will mean the U.S. government no longer routinely pays for all cancer drugs in the Medicare health program for older people.",https://www.reuters.com/article/us-health-cancer-asco/leading-oncology-group-wary-of-trump-drug-price-proposals-idUSKCN1IX3MP?utm_campaign=trueAnthem:+Trending+Content&utm_content=5b111b7f04d301069b81185d&utm_medium=trueAnthem&utm_source=twitter,0,Reuters,universal health care,2,Entirely factual,[],zHCdR97PeVQL8rXuKfiyUu,47
The National Women’s Hockey League is moving swiftly to expand to Toronto and Montreal after the demise of its Canadian-based rival.,https://eu.usatoday.com/story/sports/hockey/2019/04/02/national-womens-hockey-league-canada-expansion-montreal-torono/3347082002/,0,USA Today,sport,2,Entirely factual,[],9ouZH4Pqz5Lj84AUcTj6sT,21
"Haqqani claimed the Taliban are just looking for a round of free and fair elections, laughably pretending the murderous Islamist extremists would cheerfully accept losing and head back to their caves in peace if the Afghan people reject them.",http://feedproxy.google.com/~r/breitbart/~3/EReXUAKj_UQ/,1,Breitbart,international-politics-and-world-news,0,Expresses writer’s opinion,"['claimed', 'laughably', 'murderous']",GPx4Xkfw9RtKKrWXfC3LDz,39
"Murphy, a leading voice on gun violence since the 2012 Sandy Hook school massacre in his home state of Connecticut, will kick off the group’s “tour” on July 14 with former U.S. Representative Gabby Giffords, who founded the group after she nearly died in an assassination attempt in Arizona in 2011.",https://www.reuters.com/article/us-usa-election-senate-guns/giffords-group-takes-aim-at-key-us-senate-races-in-new-push-for-gun-limits-idUSKBN2481AS,0,Reuters,gun control,2,Entirely factual,[],LTuoiwHc4tK3Qa66of59UD,51
"That nationwide backing for America’s stated goal of equal rights for all has been met by a rise in hate-related activities is part of a decades-long pattern in the United States, six scholars and historians say - any expansion of civil rights for a minority group leads to a rise in intolerance.",https://www.reuters.com/article/us-global-race-usa-extremism-analysis/white-nationalism-upsurge-in-u-s-echoes-historical-pattern-say-scholars-idUSKBN25V2QH,0,Reuters,black lives matter,2,Entirely factual,[],2qp9mVPwacPikLTREinfn6,52
"But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather, in a survey of 1,000 experts from government, business, academia and non-governmental organizations.",https://www.reuters.com/article/us-davos-meeting-climatechange/failure-to-curb-climate-change-a-top-risk-davos-survey-idUSKCN1PA13J,0,Reuters,environment,2,Entirely factual,[],obxrqxQqp2arEvP5qjtBdE,29
"Ultimately, the best way to defeat the idea of white supremacy is to ignore cartoon villains like Spencer and Anglin. They’re bigots, losers, and attention-seekers who survive on the oxygen the media gives them.",https://thefederalist.com/2018/01/12/new-york-times-needs-get-white-supremacy-fetish/,1,Federalist,white-nationalism,0,Expresses writer’s opinion,"['bigots', 'losers', 'attention-seekers']",C2CcyYz2EVHkZNbDYMayGQ,34
Gun enthusiasts cannot admit that they like firearms because they fear black people.,https://www.alternet.org/2019/07/how-far-will-republicans-go-to-destroy-democracy/#.XSY6699P5zg.twitter,1,Alternet,gun-control,1,Expresses writer’s opinion,[],ooLPMXBSFPcvcHUrF5tjgz,13
"Those losses could be offset by efforts from activist group’s such as Ralph Reed’s Christian Coalition, which plans to spend tens of millions of dollars to identify and register new religious conservative voters and rallying right-wing Christians.",https://www.alternet.org/2020/06/trump-is-bleeding-support-from-the-only-voters-who-have-stuck-with-him-since-2016/,0,Alternet,elections-2020,1,No agreement,['of'],KBRuoqN9jfz5FWJ3xRfLgg,37
Conway recycled a right-wing talking point that falsely claims a bill designed to loosen certain restrictions on late-term abortions in Virginia is “infanticide” during her Monday appearance on “Outnumbered Overtime with Harris Faulkner.”,https://feeds.feedblitz.com/~/595743792/0/alternet_all~Watch-Kellyanne-Conway-threatens-to-%e2%80%98perform%e2%80%99-abortions-%e2%80%98with-a-gun%e2%80%99-on-feminists-in-newly-resurfaced-video/,1,Alternet,abortion,1,Entirely factual,['falsely'],yZuhjgBuxLbZGnY8H6MAgk,33
"Hillary Clinton tells this story to struggling students. She told it to minority students in Mississippi in November 2015,  and she recently told it again to minority students in Brooklyn.",https://www.alternet.org/2016/04/hillarys-personal-story-about-student-loans-fabrication/,0,Alternet,student-debt,1,Entirely factual,[],sTMFViU7whec9Jm7JJcEGb,30
"In Washington, three key issues seemed to galvanize most of the protesters: climate change, immigration and reproductive rights.",https://www.nbcnews.com/news/us-news/women-s-march-draws-thousands-rallies-across-county-n1118416?cid=public-rss_20200119,1,MSNBC,environment,1,Somewhat factual but also opinionated,['galvanize'],2b6DXWdroHDbJ3GByQrv7E,18
"But racial inequality was the dominant theme of the press conference, including statistics Warren cited wherein blacks are more likely to owe more in student loans 12 years after graduating than they did right after completing college.",https://www.breitbart.com/politics/2019/07/23/warren-black-white-wealth-gap-govt-racial-discrimination-reasons-to-forgive-billions-in-student-loan-debt/,0,Breitbart,student-debt,0,Entirely factual,[],FJecpKofvZjRzaePkcmsDz,37
"The rate, which affects how much insurers charge for monthly healthcare premiums, plan benefits and, ultimately, how much they profit, represents an increase over the 1.59 percent increase proposed by the Centers for Medicare & Medicaid Services (CMS) in February.",https://www.reuters.com/article/us-usa-healthcare-medicare/u-s-government-boosts-2020-medicare-payments-to-insurers-by-2-53-percent-idUSKCN1RD37K,0,Reuters,universal health care,2,Entirely factual,[],KPBAQ7yaAqqYXxNPSrxtHZ,40
"Riot police appeared to make some progress in driving back activists after this, but the situation remains tense, with the police horses unnerved by individuals who hurled flares towards them.",http://feedproxy.google.com/~r/breitbart/~3/oTeZWvTYaGc/,1,Breitbart,black lives matter,0,Somewhat factual but also opinionated,['hurled'],vgNoz6gj7EsyhLq6xi2ocC,30
Maynor’s story underscores a harsh reality: Youth sports is a multi-billion dollar industry in the U.S. and not every kid has the chance to participate.,https://www.foxnews.com/sports/youth-sports-17-billion-industry-human-cost,0,Fox News,sport,0,Entirely factual,['harsh'],KJdpYqhAbzzxCW3WXK3Z8S,25
"He then went on to endorse proposals by Omar, Sen. Bernie Sanders (I-VT), and other far-left legislators looking to make college tuition-free.",https://www.breitbart.com/tech/2020/02/01/poll-40-of-americans-would-prefer-student-debt-forgiveness-to-free-health-care/,1,Breitbart,student-debt,0,Entirely factual,[],nrUNHFuAcvpWv4mxwCrsvV,22
"West Ham United players will take a knee in their Premier League season opener against Newcastle United on Saturday to continue raising awareness about racial injustice, manager David Moyes said on Friday.",https://uk.reuters.com/article/uk-soccer-england-whu-new-preview/west-ham-players-will-continue-taking-a-knee-says-moyes-idUKKBN262276,0,Reuters,black lives matter,2,Entirely factual,[],tkLR4xPVVgZPXrnGx5tGEp,32
"Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle, Biden said, adding that the administration must do more to secure the integrity of our elections.",https://www.huffpost.com/entry/joe-biden-trump-russian-interference-election_n_5e52a809c5b6a4525dbc9f1f,1,HuffPost,elections-2020,1,Entirely factual,[],wyjkYJjcR8DYYz3XRUNkCR,40
"Trump wore no face mask nor any other protective gear, which is typical for him, despite recommendations to the contrary by the Centers for Disease Control and Prevention. He stopped to talk to employees — who were wearing white lab coats, masks, gloves, goggles, hair coverings and plastic booties — while they were working with the sterile swabs.",https://www.huffpost.com/entry/puritan-medical-products-swabs-maine-trump-maskless_n_5edc1087c5b64a0af20f2083,1,HuffPost,trump-presidency,1,Somewhat factual but also opinionated,['typical'],3sS6XpwjYsep4HAXcTG4Vz,58
"Sure, the scripts that Trump’s handlers and yes-people write for him are not heralded for excellence in speechwriting, but there’s nothing like the rambling we hear when the gold-plated Republican is given a chance to freestyle.",https://www.alternet.org/2020/08/3-of-the-4-executive-orders-trump-signed-werent-actually-executive-orders/,1,Alternet,taxes,1,Expresses writer’s opinion,"['gold-plated', 'rambling']",bjzNzwLFrf2ZoDkvVW3vpx,36
French sporting goods retailer Decathlon has confirmed they will not be stocking a sports hijab after public backlash and threats of a mass boycott.,https://www.breitbart.com/europe/2019/03/01/french-shop-withdraws-sports-hijab-over-boycott/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,sport,0,Entirely factual,[],3STMUB5gvdVqQsbb4YZWNS,24
"But Trump’s pro-American policies are frustrating judges who were appointed by former President Barack Obama, prompting some to leave and open new slots for Trump-appointed judges.",http://feedproxy.google.com/~r/breitbart/~3/q_JhDw24hZg/,1,Breitbart,black lives matter,0,Somewhat factual but also opinionated,[],RZnsNgJzTCYMwnVsV7P9dP,26
"Biden’s proposal seeks to make a dent in college debt, albeit one that is specific and targeted to individuals making below a certain amount of money.",https://www.huffpost.com/entry/joe-biden-college-debt-plan_n_5d9bdd99e4b03b475f9eae26,0,HuffPost,student-debt,1,Entirely factual,[],mbo3Z4FL8QF4khAB7zTnQC,26
"Global warming is a silly, frivolous and expensive religion which only the stupidly rich can afford to indulge.",http://feedproxy.google.com/~r/breitbart/~3/IEXwhuO5lrc/,1,Breitbart,taxes,0,Expresses writer’s opinion,"['silly', 'frivolous', 'stupidly', 'indulge']",uchnzBW6b9zrgGczU2p6Dc,18
"This time last year, shoppers on Chicago’s Magnificent Mile were waiting for Louis Vuitton to debut its whimsical holiday window decorations.",https://www.reuters.com/article/us-usa-election-retail-security-focus-idUSKBN27618Z,0,Reuters,black lives matter,2,Somewhat factual but also opinionated,['whimsical'],eb4VQy7uyPPkMXfQF5j6Bt,21
"The lawsuit argued that because Congress has not repealed the Affordable Care Act, as Obamacare is legally known, the U.S. Constitution requires Trump to take care that it, like other laws, is “faithfully executed.”",https://www.reuters.com/article/us-usa-obamacare-lawsuit/four-u-s-cities-sue-over-trump-sabotage-of-obamacare-idUSKBN1KN28C?feedType=RSS&feedName=topNews,0,Reuters,universal health care,2,Entirely factual,[],rFKwWCj5bXFRyJ6hTSjrqk,34
Australian Rugby Player Israel Folau and his anti-gay sentiments appear to have gone too far this time.,https://www.huffpost.com/entry/israel-folau-australia-rugby-homophobia_n_5caf8a7fe4b082aab082be02,1,HuffPost,sport,1,Expresses writer’s opinion,['anti-gay'],XoKG5dAGVJLTTxMmGP82fq,17
"The plan would particularly benefit black, Latino and lower-income households, as well as households headed by people who never finished college, the researchers said.",https://www.huffpost.com/entry/elizabeth-warren-student-debt_n_5cbcd065e4b032e7ceb9b51b,0,HuffPost,student-debt,1,Entirely factual,[],dn8rgn8QUZ54sVcZ6rr4d4,24
But Omar used Ivanka’s pro-family posts as a way to make a political point about her father’s policies regarding the families separation at U.S.-Mexico border.,https://www.breitbart.com/europe/2020/03/05/hungary-vows-it-will-protect-europe-illegal-mass-migration-again/,0,Breitbart,immigration,0,Entirely factual,[],ptjmVZMo6dpi3nxtcJJvCp,25
"An unidentified Mexican asylum-seeker took his own life Wednesday just yards from the U.S. border after he was denied entry, a report said.",https://www.foxnews.com/world/asylum-seeker-cuts-his-own-throat-yards-from-us-border-after-being-denied-entry-report,0,Fox News,immigration,0,Entirely factual,[],jV8XAWvDTNtKSws2xwBmYA,23
"Miller is the architect of President Donald Trump's hardline immigration policies that have separated children from parents, forced people seeking asylum in the U.S. to wait in Mexico under squalid conditions, instituted the Muslim ban and poured money from the military into border wall construction.",https://www.nbcnews.com/news/latino/after-stephen-miller-s-white-nationalist-views-outed-latinos-ask-n1096071,1,MSNBC,white-nationalism,1,Somewhat factual but also opinionated,"['muslim', 'ban']",iy8kGyk5DDbK3sy7HgNafG,45
"In June, an explosive early morning fire rocked the Philadelphia Energy Solutions refinery, terrifying nearby residents.",https://www.nbcnews.com/science/environment/massive-oil-refinery-leaks-toxic-chemical-middle-philadelphia-n1115336?cid=public-rss_20200116,0,MSNBC,environment,1,Entirely factual,[],xkK2PgxhBfjBP9wifcZeBc,16
"Democrats and other critics blasted Trump's plan to reduce the scope of the task force Tuesday, given the threat that death tolls would rise as states reopen businesses and other parts of their economies.",https://eu.usatoday.com/story/news/politics/2020/05/06/coronavirus-trump-says-task-force-continue-indefinitely/5171043002/,1,USA Today,trump-presidency,2,Somewhat factual but also opinionated,['blasted'],FWivnZVmvndN3hGS8DuoyX,34
"Though it was Major League Baseball that he mentioned — “We have to get our sports back. I’m tired of watching baseball games that are 14 years old” — the sport that truly matters to him is football, the only major mass entertainment (other than Trumpism) that endorses tribalism and toxic masculinity so flagrantly and keeps violence in vogue.",https://www.alternet.org/2020/04/why-trump-is-so-eager-to-bring-back-professional-sports/,1,Alternet,sport,1,Expresses writer’s opinion,"['Trumpism', 'tribalism', 'toxic', 'masculinity', 'flagrantly']",Gp7QvUypZQebKS3r7Xt2tM,59
"Since the start of the coronavirus outbreak, Trump has hampered efforts to slow the virus’s spread and encouraged Americans’ restlessness under quarantine.",https://www.alternet.org/2020/06/worse-than-a-preschooler-donald-trump-is-failing-the-marshmallow-test/,1,Alternet,trump-presidency,1,Somewhat factual but also opinionated,['hampered'],uwCjJZADtZUXcMHBYvRxxG,22
"n Dr. King's day, that other America was, for a time, laid bare to the nation through mass social unrest and political change, through the bold actions of the freedom fighters who won the Voting Rights Act and then just kept on fighting, as well as governmental programs like the ""War on Poverty.""",https://www.alternet.org/2020/11/joe-biden-mitch-mcconnell/,1,Alternet,black lives matter,1,Somewhat factual but also opinionated,[],8CSPgvq4exHRjjiBsatKqP,53
"Now, with Democrats in control of the House of Representatives after the midterm elections, and with states like New York and Virginia among others pushing boundaries on abortion to extremes, the Republicans in Congress is rolling out a long-term push to force the Democrats to hold a vote on the bill.",https://www.breitbart.com/politics/2019/02/08/exclusive-house-gop-plans-sustained-effort-to-expose-leftist-democrats-on-abortion/amp/?__twitter_impression=true,1,Breitbart,abortion,0,Somewhat factual but also opinionated,[],tawfzNVGcQsYo8KcnT5bYr,51
So their gradual arrival is likely to have a dramatic effect as the number of pro-migrant judges decline.,http://feedproxy.google.com/~r/breitbart/~3/q_JhDw24hZg/,1,Breitbart,black lives matter,0,Somewhat factual but also opinionated,['dramatic'],F2HC96juLDsP7WVXHmNgjZ,18
"The top Democrat on tax policy in the U.S. House of Representatives said on Tuesday that he is determined to seek President Donald Trump’s tax returns, despite the political victory handed to Trump by Special Counsel Robert Mueller.",https://www.reuters.com/article/us-usa-tax-trump-congress/lawmaker-still-seeks-trump-tax-returns-regardless-of-mueller-report-idUSKCN1R72N7?feedType=RSS&feedName=topNews,0,Reuters,taxes,2,Entirely factual,[],Q2sPJUbupxQXd2KDgUAsHF,38
"Voting in quasi-militarized settings was not confined to the nation’s capital. In Philadelphia, on election eve, the mayor announced a curfew that was slated to take effect an hour before its polls closed, but subsequently delayed it after an outcry by other city officials and activists. ",https://www.alternet.org/2020/06/we-just-got-a-sneak-peek-of-what-the-november-election-could-look-like/,1,Alternet,elections-2020,1,Somewhat factual but also opinionated,"['quasi-militarized', 'outcry']",NDXRfKnXorBQ4gLze6mVNf,46
"The Saudi Ministry of Justice made the announcement on Sunday that women in Saudi Arabia who have been divorced by their husband will now be notified of their new marital status by a text, suggesting the measure ends secret divorces – cases where Saudi men end a marriage without the knowledge of their former spouse.",https://www.breitbart.com/middle-east/2019/01/07/saudi-women-to-be-notified-of-divorce-by-text-message/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,gender,0,Entirely factual,[],HMZvbCmJF54HRoifLc2yWF,55
The United Nations Humanitarian Affairs office warned on Monday that nearly a million Syrian civilians from northwest Idlib province had been displaced in a Russia-backed offensive there by dictator Bashar al-Assad that began in December.,http://feedproxy.google.com/~r/breitbart/~3/m-blC792hwU/,0,Breitbart,international-politics-and-world-news,0,Entirely factual,[],5XPCqkbJDBa9AZPgM9LJXQ,35
"In certain ways, 2020 feels a lot like 1968. Federal troops and local police are clashing with Black people sick of police brutality and discrimination. Americans are dying in massive, alarming numbers ― then, in the Vietnam war; now, as the coronavirus pandemic spreads across the nation. Americans are angry.",https://www.huffpost.com/entry/donald-trump-law-and-order-1968-2020_n_5ed92c23c5b691340ea25979,1,HuffPost,elections-2020,1,Expresses writer’s opinion,[],RXNQKzdxmT3u7HavnhEPHL,50
Trump lost no time in tweeting his delight at the court’s ruling on a complaint brought by several Republican attorneys general and two Republican governors.,https://www.breitbart.com/news/outraged-democrats-vow-to-challenge-court-ruling-undercutting-obamacare/,0,Breitbart,coronavirus,0,Somewhat factual but also opinionated,[],yJ6pGoRr6H5EwPjdM7MH2K,25
"All of which serves as an important reminder: the president isn’t just ignoring scientists and related policy experts; he’s also ignoring his own administration that issued a related report, noting that climate change is a global security threat.",http://www.msnbc.com/rachel-maddow-show/trumps-national-security-team-rejects-his-climate-stance-too,1,MSNBC,environment,1,Somewhat factual but also opinionated,[],QKSbyfSzdEhEdMY7m5ZACo,38
"Goodell’s statement comes after more than a dozen NFL stars, including Kansas City Chiefs quarterback Patrick Mahomes and Cleveland Browns wide receiver Odell Beckham Jr., came together and sent a passionate video to the league about racial inequality following the death of George Floyd.",http://feedproxy.google.com/~r/breitbart/~3/TK8uMYGJIIM/,0,Breitbart,black lives matter,0,Entirely factual,[],Bau8n5vUZL4rEDN7KAheqT,44
"An estimated 5.4 million Americans have lost their health insurance between February and May after being laid off due to the coronavirus pandemic, a recent study found.",http://feedproxy.google.com/~r/breitbart/~3/MaupBYkho2E/,0,Breitbart,universal health care,0,Entirely factual,[],2HS4dcDiU69HBN8HfEgkaw,27
